#time,80x01-02_engine-rpm,80x03_coolant_temp,80x04_ambient_temp,80x05_intake_air_temp,80x06_fuel_temp,80x07_map_kpa,80x08_battery_voltage,80x09_throttle_pot,80x0A_idle_switch,80x0B_uk1,80x0C_park_neutral_switch,80x0D-0E_fault_codes,80x0F_idle_set_point,80x10_idle_hot,80x11_uk2,80x12_iac_position,80x13-14_idle_error,80x15_ignition_advance_offset,80x16_ignition_advance,80x17-18_coil_time,80x19_crankshaft_position_sensor,80x1A_uk4,80x1B_uk5,7dx01_ignition_switch,7dx02_throttle_angle,7dx03_uk6,7dx04_air_fuel_ratio,7dx05_dtc2,7dx06_lambda_voltage,7dx07_lambda_sensor_frequency,7dx08_lambda_sensor_dutycycle,7dx09_lambda_sensor_status,7dx0A_closed_loop,7dx0B_long_term_fuel_trim,7dx0C_short_term_fuel_trim,7dx0D_carbon_canister_dutycycle,7dx0E_dtc3,7dx0F_idle_base_pos,7dx10_uk7,7dx11_dtc4,7dx12_ignition_advance2,7dx13_idle_speed_offset,7dx14_idle_error2,7dx14-15_uk10,7dx16_dtc5,7dx17_uk11,7dx18_uk12,7dx19_uk13,7dx1A_uk14,7dx1B_uk15,7dx1C_uk16,7dx1D_uk17,7dx1E_uk18,7dx1F_uk19,0x80_raw,0x7d_raw
14:45:15.000,0,19,200,22,200,98.000000,13.300000,0.880000,0,16,1,0,0,35,134,140,1200,0,4,5,0,0,0,16,24,255,146,0,149,255,255,1,0,128,100,0,255,103,255,255,48,128,123,31568,255,27,0,32,128,40,64,54,128,1,801c00004aff4dff62852c00100100000023868c04b000380a4f000000,7d201018ff920051ffff0100806400ff67ffff30807b50ff1b0020802840368001
14:45:17.000,0,19,200,22,200,98.000000,13.300000,0.880000,0,16,1,0,0,35,134,140,1200,0,4,5,0,0,0,16,24,255,146,0,149,255,255,1,0,128,100,0,255,103,255,255,48,128,123,31568,255,27,0,32,128,40,64,54,128,1,801c00004aff4dff62852c00100100000023868c04b000380a4f000000,7d201018ff920051ffff0100806400ff67ffff30807b50ff1b0020802840368001
14:45:18.000,0,19,200,22,200,98.000000,13.300000,0.880000,0,16,1,0,0,35,134,140,1200,0,4,5,0,0,0,16,24,255,146,0,149,255,255,1,0,128,100,0,255,103,255,255,48,128,123,31568,255,27,0,32,128,40,64,54,128,1,801c00004aff4dff62852c00100100000023868c04b000380a4f000000,7d201018ff920051ffff0100806400ff67ffff30807b50ff1b0020802840368001
14:45:19.000,0,19,200,22,200,98.000000,13.300000,0.880000,0,16,1,0,0,35,134,140,1200,0,4,5,0,0,0,16,24,255,146,0,149,255,255,1,0,128,100,0,255,103,255,255,48,128,123,31568,255,27,0,32,128,40,64,54,128,1,801c00004aff4dff62852c00100100000023868c04b000380a4f000000,7d201018ff920051ffff0100806400ff67ffff30807b50ff1b0020802840368001
14:45:21.000,0,19,200,22,200,98.000000,13.300000,0.880000,0,16,1,0,0,35,134,140,1200,0,4,5,0,0,0,16,24,255,146,0,149,255,255,1,0,128,100,0,255,103,255,255,48,128,123,31568,255,27,0,32,128,40,64,54,128,1,801c00004aff4dff62852c00100100000023868c04b000380a4f000000,7d201018ff920051ffff0100806400ff67ffff30807b50ff1b0020802840368001
14:45:22.000,0,19,200,22,200,98.000000,13.300000,0.880000,0,16,1,0,0,35,134,140,1200,0,4,5,0,0,0,16,24,255,146,0,149,255,255,1,0,128,100,0,255,103,255,255,48,128,123,31568,255,27,0,32,128,40,64,54,128,1,801c00004aff4dff62852c00100100000023868c04b000380a4f000000,7d201018ff920051ffff0100806400ff67ffff30807b50ff1b0020802840368001
14:45:23.000,0,19,200,22,200,98.000000,13.300000,0.880000,0,16,1,0,0,35,134,140,1200,0,4,5,0,0,0,16,24,255,146,0,149,255,255,1,0,128,100,0,255,103,255,255,48,128,123,31568,255,27,0,32,128,40,64,54,128,1,801c00004aff4dff62852c00100100000023868c04b000380a4f000000,7d201018ff920051ffff0100806400ff67ffff30807b50ff1b0020802840368001
14:45:25.000,0,19,200,22,200,98.000000,13.300000,0.880000,0,16,1,0,0,35,134,140,1200,0,4,5,0,0,0,16,24,255,146,0,149,255,255,1,0,128,100,0,255,103,255,255,48,128,123,31568,255,27,0,32,128,40,64,54,128,1,801c00004aff4dff62852c00100100000023868c04b000380a4f000000,7d201018ff920051ffff0100806400ff67ffff30807b50ff1b0020802840368001
14:45:26.000,0,19,200,22,200,98.000000,13.300000,0.880000,0,16,1,0,0,35,134,140,1200,0,4,5,0,0,0,16,24,255,146,0,149,255,255,1,0,128,100,0,255,103,255,255,48,128,123,31568,255,27,0,32,128,40,64,54,128,1,801c00004aff4dff62852c00100100000023868c04b000380a4f000000,7d201018ff920051ffff0100806400ff67ffff30807b50ff1b0020802840368001
14:45:27.000,0,19,200,22,200,98.000000,13.300000,0.880000,0,16,1,0,0,35,134,140,1200,0,4,5,0,0,0,16,24,255,146,0,149,255,255,1,0,128,100,0,255,103,255,255,48,128,123,31568,255,27,0,32,128,40,64,54,128,1,801c00004aff4dff62852c00100100000023868c04b000380a4f000000,7d201018ff920051ffff0100806400ff67ffff30807b50ff1b0020802840368001
14:45:29.000,0,19,200,22,200,98.000000,13.300000,0.880000,0,16,1,0,0,35,134,140,1200,0,4,5,0,0,0,16,24,255,146,0,149,255,255,1,0,128,100,0,255,103,255,255,48,128,123,31568,255,27,0,32,128,40,64,54,128,1,801c00004aff4dff62852c00100100000023868c04b000380a4f000000,7d201018ff920051ffff0100806400ff67ffff30807b50ff1b0020802840368001
14:45:30.000,0,19,200,22,200,98.000000,13.300000,0.880000,0,16,1,0,0,35,134,140,1200,0,4,5,0,0,0,16,24,255,146,0,149,255,255,1,0,128,100,0,255,103,255,255,48,128,123,31568,255,27,0,32,128,40,64,54,128,1,801c00004aff4dff62852c00100100000023868c04b000380a4f000000,7d201018ff920051ffff0100806400ff67ffff30807b50ff1b0020802840368001
14:45:31.000,0,19,200,22,200,98.000000,13.300000,0.880000,0,16,1,0,0,35,134,140,1200,0,4,5,0,0,0,16,24,255,146,0,149,255,255,1,0,128,100,0,255,103,255,255,48,128,123,31568,255,27,0,32,128,40,64,54,128,1,801c00004aff4dff62852c00100100000023868c04b000380a4f000000,7d201018ff920051ffff0100806400ff67ffff30807b50ff1b0020802840368001
14:45:33.000,0,19,200,22,200,98.000000,13.300000,0.880000,0,16,1,0,0,35,134,140,1200,0,4,5,0,0,0,16,24,255,146,0,149,255,255,1,0,128,100,0,255,103,255,255,48,128,123,31568,255,27,0,32,128,40,64,54,128,1,801c00004aff4dff62852c00100100000023868c04b000380a4f000000,7d201018ff920051ffff0100806400ff67ffff30807b50ff1b0020802840368001
14:45:34.000,0,19,200,22,200,98.000000,13.300000,0.880000,0,16,1,0,0,35,134,140,1200,0,4,5,0,0,0,16,24,255,146,0,149,255,255,1,0,128,100,0,255,103,255,255,48,128,123,31568,255,27,0,32,128,40,64,54,128,1,801c00004aff4dff62852c00100100000023868c04b000380a4f000000,7d201018ff920051ffff0100806400ff67ffff30807b50ff1b0020802840368001
14:45:35.000,0,19,200,22,200,98.000000,13.300000,0.880000,0,16,1,0,0,35,134,140,1200,0,4,5,0,0,0,16,24,255,146,0,149,255,255,1,0,128,100,0,255,103,255,255,48,128,123,31568,255,27,0,32,128,40,64,54,128,1,801c00004aff4dff62852c00100100000023868c04b000380a4f000000,7d201018ff920051ffff0100806400ff67ffff30807b50ff1b0020802840368001
14:45:36.000,0,19,200,22,200,98.000000,13.000000,0.880000,0,16,1,0,0,35,134,140,1200,0,4,5,0,0,0,16,24,255,146,0,134,255,255,1,0,128,100,0,255,103,255,255,48,128,123,31568,255,27,0,32,128,40,64,54,128,1,801c00004aff4dff62822c00100100000023868c04b000380ae5000000,7d201018ff92004effff0100806400ff67ffff30807b50ff1b0020802840368001
14:45:38.000,1410,19,200,22,200,50.000000,11.600000,0.880000,0,16,1,0,0,35,134,140,272,0,12,4,16,0,0,16,24,255,146,0,154,255,255,1,0,128,100,0,255,100,255,255,48,128,129,33109,255,27,0,32,128,40,64,54,128,1,801c05824aff4dff32742c00100100000023868c011000480866100000,7d201018ff920052ffff0100806400ff64ffff30808155ff1b0020802840368001
14:45:39.000,1335,19,200,22,200,40.000000,11.800000,0.820000,0,16,1,0,0,35,134,125,134,0,12,4,16,0,0,16,21,255,146,0,149,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32858,255,27,0,32,128,40,64,54,128,1,801c05374aff4dff28762900100100000023867d008600480871100000,7d201015ff920051ffff0100806400ff64ffff3080805aff1b0020802840368001
14:45:41.000,1265,19,200,22,200,39.000000,11.900000,0.800000,0,16,1,0,0,35,134,119,58,0,12,4,16,0,0,16,20,255,146,0,149,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32794,255,27,0,32,128,40,64,54,128,1,801c04f14aff4dff277728001001000000238677003a00480870100000,7d201014ff920051ffff0100806400ff64ffff3080801aff1b0020802840368001
14:45:42.000,1215,19,200,22,200,39.000000,12.000000,0.780000,0,16,1,0,0,35,134,117,15,0,11,4,16,0,0,16,20,255,146,0,149,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32771,255,27,0,32,128,40,64,54,128,1,801c04bf4aff4dff277827001001000000238675000f0047084d100000,7d201014ff920051ffff0100806400ff64ffff30808003ff1b0020802840368001
14:45:43.000,1205,19,200,22,200,40.000000,12.000000,0.780000,0,16,1,0,0,35,134,116,23,0,12,4,16,0,0,16,20,255,146,0,149,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32774,255,27,0,32,128,40,64,54,128,1,801c04b54aff4dff28782700100100000023867400170048084b100000,7d201014ff920051ffff0100806400ff64ffff30808006ff1b0020802840368001
14:45:45.000,1209,19,200,22,200,39.000000,12.100000,0.780000,0,16,1,0,0,35,134,116,6,0,12,4,16,0,0,16,20,255,146,0,149,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32778,255,27,0,32,128,40,64,54,128,1,801c04b94aff4dff277927001001000000238674000600480849100000,7d201014ff920051ffff0100806400ff64ffff3080800aff1b0020802840368001
14:45:46.000,1212,19,200,22,200,40.000000,12.100000,0.780000,0,16,1,0,0,35,134,116,6,0,12,4,16,0,0,16,20,255,146,0,149,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32793,255,27,0,32,128,40,64,54,128,1,801c04bc4aff4dff287927001001000000238674000600480851100000,7d201014ff920051ffff0100806400ff64ffff30808019ff1b0020802840368001
14:45:47.000,1219,19,200,22,200,40.000000,12.100000,0.780000,0,16,1,0,0,35,134,116,27,0,10,4,16,0,0,16,20,255,146,0,149,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32793,255,27,0,32,128,40,64,54,128,1,801c04c34aff4dff287927001001000000238674001b00450848100000,7d201014ff920051ffff0100806400ff64ffff30808019ff1b0020802840368001
14:45:49.000,1209,19,200,22,200,39.000000,12.100000,0.780000,0,16,1,0,0,35,134,116,7,0,12,4,16,0,0,16,20,255,146,0,149,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32782,255,27,0,32,128,40,64,54,128,1,801c04b94aff4dff277927001001000000238674000700480849100000,7d201014ff920051ffff0100806400ff64ffff3080800eff1b0020802840368001
14:45:50.000,1216,19,200,22,200,39.000000,12.100000,0.780000,0,16,1,0,0,35,134,116,14,0,11,4,16,0,0,16,20,255,146,0,149,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32785,255,27,0,32,128,40,64,54,128,1,801c04c04aff4dff277927001001000000238674000e00470850100000,7d201014ff920051ffff0100806400ff64ffff30808011ff1b0020802840368001
14:45:51.000,1217,19,200,22,200,38.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,24,0,11,4,16,0,0,16,20,255,146,0,149,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32781,255,27,0,32,128,40,64,54,128,1,801c04c14aff4dff267927001001000000238673001800470850100000,7d201014ff920051ffff0100806400ff64ffff3080800dff1b0020802840368001
14:45:53.000,1213,19,200,22,200,38.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,2,0,12,4,16,0,0,16,20,255,146,0,149,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32793,255,27,0,32,128,40,64,54,128,1,801c04bd4aff4dff267927001001000000238673000200480850100000,7d201014ff920051ffff0100806400ff64ffff30808019ff1b0020802840368001
14:45:54.000,1186,19,200,22,200,39.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,6,0,12,4,16,0,0,16,20,255,146,0,149,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32780,255,27,0,32,128,40,64,54,128,1,801c04a24aff4dff27792700100100000023867300060048084f100000,7d201014ff920051ffff0100806400ff64ffff3080800cff1b0020802840368001
14:45:55.000,1222,19,200,22,200,39.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,0,0,14,4,16,0,0,16,20,255,146,0,149,255,255,1,0,128,100,0,255,100,255,255,48,128,127,32767,255,27,0,32,128,40,64,54,128,1,801c04c64aff4dff2779270010010000002386730000004c0855100000,7d201014ff920051ffff0100806400ff64ffff30807fffff1b0020802840368001
14:45:57.000,1190,19,200,22,200,39.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,8,0,11,4,16,0,0,16,20,255,146,0,149,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32780,255,27,0,32,128,40,64,54,128,1,801c04a64aff4dff277927001001000000238673000800460850100000,7d201014ff920051ffff0100806400ff64ffff3080800cff1b0020802840368001
14:45:58.000,1188,19,200,22,200,39.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,10,0,14,4,16,0,0,16,20,255,146,0,149,255,255,1,0,128,100,0,255,100,255,255,48,128,127,32763,255,27,0,32,128,40,64,54,128,1,801c04a44aff4dff277927001001000000238673000a004c0858100000,7d201014ff920051ffff0100806400ff64ffff30807ffbff1b0020802840368001
14:45:59.000,1207,19,200,22,200,40.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,7,0,12,4,16,0,0,16,20,255,146,0,149,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32792,255,27,0,32,128,40,64,54,128,1,801c04b74aff4dff287927001001000000238673000700480856100000,7d201014ff920051ffff0100806400ff64ffff30808018ff1b0020802840368001
14:46:01.000,1220,19,200,22,200,39.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,12,0,11,4,16,0,0,16,20,255,146,0,144,255,255,1,0,128,100,0,255,100,255,255,48,128,127,32766,255,27,0,32,128,40,64,54,128,1,801c04c44aff4dff277927001001000000238673000c0047084f100000,7d201014ff920050ffff0100806400ff64ffff30807ffeff1b0020802840368001
14:46:02.000,1213,19,200,22,200,40.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,14,0,11,4,16,0,0,16,20,255,146,0,144,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32795,255,27,0,32,128,40,64,54,128,1,801c04bd4aff4dff287927001001000000238673000e00470850100000,7d201014ff920050ffff0100806400ff64ffff3080801bff1b0020802840368001
14:46:04.000,1206,19,200,22,200,39.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,0,0,12,4,16,0,0,16,20,255,146,0,144,255,255,1,0,128,100,0,255,100,255,255,48,128,127,32747,255,27,0,32,128,40,64,54,128,1,801c04b64aff4dff27792700100100000023867300000048084d100000,7d201014ff920050ffff0100806400ff64ffff30807febff1b0020802840368001
14:46:05.000,1204,20,200,22,200,40.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,3,0,12,4,16,0,0,16,20,255,146,0,144,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32782,255,27,0,32,128,40,64,54,128,1,801c04b44bff4dff28792700100100000023867300030048084f100000,7d201014ff920050ffff0100806400ff64ffff3080800eff1b0020802840368001
14:46:06.000,1203,20,200,22,200,39.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,31,0,10,4,16,0,0,16,20,255,146,0,139,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32772,255,27,0,32,128,40,64,54,128,1,801c04b34bff4dff277927001001000000238673001f00450852100000,7d201014ff92004fffff0100806400ff64ffff30808004ff1b0020802840368001
14:46:08.000,1199,20,200,22,200,39.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,14,0,15,4,16,0,0,16,20,255,146,0,139,255,255,1,0,128,100,0,255,100,255,255,48,128,127,32750,255,27,0,32,128,40,64,54,128,1,801c04af4bff4dff277927001001000000238673000e004e0858100000,7d201014ff92004fffff0100806400ff64ffff30807feeff1b0020802840368001
14:46:09.000,1199,20,200,22,200,38.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,4,0,12,4,16,0,0,16,20,255,146,0,139,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32787,255,27,0,32,128,40,64,54,128,1,801c04af4bff4dff267927001001000000238673000400480853100000,7d201014ff92004fffff0100806400ff64ffff30808013ff1b0020802840368001
14:46:10.000,1200,20,200,22,200,40.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,1,0,13,4,16,0,0,16,20,255,146,0,134,255,255,1,0,128,100,0,255,100,255,255,48,128,128,32787,255,27,0,32,128,40,64,54,128,1,801c04b04bff4dff2879270010010000002386730001004a084f100000,7d201014ff92004effff0100806400ff64ffff30808013ff1b0020802840368001
14:46:12.000,1197,20,200,22,200,40.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,11,0,14,4,16,0,0,16,20,255,146,0,134,255,255,1,0,128,100,0,255,99,255,255,48,128,128,32784,255,27,0,32,128,40,64,54,128,1,801c04ad4bff4dff287927001001000000238673000b004c0859100000,7d201014ff92004effff0100806400ff63ffff30808010ff1b0020802840368001
14:46:13.000,1214,21,200,22,200,40.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,29,0,11,4,16,0,0,16,20,255,146,0,134,255,255,1,0,128,100,0,255,99,255,255,48,128,128,32775,255,27,0,32,128,40,64,54,128,1,801c04be4cff4dff287927001001000000238673001d0047084f100000,7d201014ff92004effff0100806400ff63ffff30808007ff1b0020802840368001
14:46:14.000,1211,21,200,22,200,39.000000,12.100000,0.780000,0,16,1,0,0,35,134,115,10,0,10,4,16,0,0,16,20,255,146,0,134,255,255,1,0,128,100,0,255,99,255,255,48,128,128,32806,255,27,0,32,128,40,64,54,128,1,801c04bb4cff4dff277927001001000000238673000a0045084e100000,7d201014ff92004effff0100806400ff63ffff30808026ff1b0020802840368001
14:46:16.000,1531,21,200,22,200,59.000000,12.100000,1.040000,1,16,1,0,0,35,134,115,580,0,23,4,16,0,0,16,26,255,146,0,149,255,255,1,0,128,100,0,255,99,255,255,48,128,130,33534,255,27,0,32,128,40,64,54,128,1,801c05fb4cff4dff3b79340810010000002386730244005f0862100000,7d20101aff920051ffff0100806400ff63ffff308082feff1b0020802840368001
14:46:17.000,1306,21,200,22,200,38.000000,12.600000,0.780000,0,16,1,0,0,35,134,116,111,0,15,3,16,0,0,16,20,255,146,0,144,255,255,1,0,128,100,0,255,99,255,255,48,128,128,32886,255,27,0,32,128,40,64,54,128,1,801c051a4cff4dff267e27001001000000238674006f004f06f6100000,7d201014ff920050ffff0100806400ff63ffff30808076ff1b0020802840368001
14:46:19.000,1242,21,200,22,200,38.000000,13.000000,0.780000,0,16,1,0,0,35,134,114,36,0,12,3,16,0,0,16,20,255,146,0,139,255,255,1,0,128,100,0,255,97,255,255,48,128,128,32805,255,27,0,32,128,40,64,54,128,1,801c04da4cff4dff268227001001000000238672002400480716100000,7d201014ff92004fffff0100806400ff61ffff30808025ff1b0020802840368001
14:46:20.000,1197,21,200,22,200,39.000000,13.200000,0.780000,0,16,1,0,0,35,134,114,3,0,12,3,16,0,0,16,20,255,146,0,139,255,255,1,0,128,100,0,255,97,255,255,48,128,128,32788,255,27,0,32,128,40,64,54,128,1,801c04ad4cff4dff278427001001000000238672000300480704100000,7d201014ff92004fffff0100806400ff61ffff30808014ff1b0020802840368001
14:46:21.000,1183,22,200,22,200,40.000000,13.300000,0.760000,0,16,1,0,0,35,134,113,21,0,10,3,16,0,0,16,19,255,146,0,134,255,255,1,0,128,100,0,255,97,255,255,48,128,128,32776,255,27,0,32,128,40,64,54,128,1,801c049f4dff4dff288526001001000000238671001500450704100000,7d201013ff92004effff0100806400ff61ffff30808008ff1b0020802840368001
14:46:23.000,1206,22,200,22,200,39.000000,13.400000,0.760000,0,16,1,0,0,35,134,110,23,0,11,3,16,0,0,16,19,255,146,0,134,255,255,1,0,128,100,0,255,97,255,255,48,128,127,32753,255,27,0,32,128,40,64,54,128,1,801c04b64dff4dff27862600100100000023866e001700470704100000,7d201013ff92004effff0100806400ff61ffff30807ff1ff1b0020802840368001
14:46:24.000,1208,22,200,22,200,37.000000,13.400000,0.760000,0,16,1,0,0,35,134,110,20,0,11,3,16,0,0,16,19,255,146,0,129,255,255,1,0,128,100,0,255,97,255,255,48,128,128,32778,255,27,0,32,128,40,64,54,128,1,801c04b84dff4dff25862600100100000023866e001400460706100000,7d201013ff92004dffff0100806400ff61ffff3080800aff1b0020802840368001
14:46:25.000,1181,22,200,22,200,39.000000,13.400000,0.760000,0,16,1,0,0,35,134,110,9,0,14,3,16,0,0,16,19,255,146,0,134,255,255,1,0,128,100,0,255,97,255,255,48,128,127,32755,255,27,0,32,128,40,64,54,128,1,801c049d4dff4dff27862600100100000023866e0009004c0706100000,7d201013ff92004effff0100806400ff61ffff30807ff3ff1b0020802840368001
14:46:27.000,1185,23,200,22,200,39.000000,13.400000,0.760000,0,16,1,0,0,35,134,110,9,0,12,3,16,0,0,16,19,255,146,0,124,255,255,1,0,128,100,0,255,97,255,255,48,128,128,32774,255,27,0,32,128,40,64,54,128,1,801c04a14eff4dff27862600100100000023866e0009004806f5100000,7d201013ff92004cffff0100806400ff61ffff30808006ff1b0020802840368001
14:46:28.000,1184,23,200,22,200,39.000000,13.400000,0.760000,0,16,1,0,0,35,134,110,2,0,15,3,16,0,0,16,19,255,146,0,129,255,255,1,0,128,100,0,255,97,255,255,48,128,127,32765,255,27,0,32,128,40,64,54,128,1,801c04a04eff4dff27862600100100000023866e0002004e06f8100000,7d201013ff92004dffff0100806400ff61ffff30807ffdff1b0020802840368001
14:46:30.000,1191,23,200,22,200,38.000000,13.500000,0.760000,0,16,1,0,0,35,134,110,7,0,12,3,16,0,0,16,19,255,146,0,129,255,255,1,0,128,100,0,255,97,255,255,48,128,128,32770,255,27,0,32,128,40,64,54,128,1,801c04a74eff4dff26872600100100000023866e000700480705100000,7d201013ff92004dffff0100806400ff61ffff30808002ff1b0020802840368001
